k;lu;P0;I;gamma;sgamma;r;Psat;Lsat;loptim;lres;loptim/lres;Psat/Pall;Lsat/lu;f;rho;P0/Pall
2.72E+00;2.66E+00;4.33E+04;5.00E+01;9.49E+02;0.00000E+00;1.00000E-04;3.50E+07;1.54E+01;6.95687E-08;6.94438E-08;1.79891E-03;1.44E-03;5.79E+00;7.69E-01;1.50E-03;1.79E-06
2.72E+00;2.66E+00;4.33E+05;5.00E+01;6.32E+02;0.00000E+00;1.00000E-04;3.40E+07;8.60E+00;1.56670E-07;1.56248E-07;2.69975E-03;2.10E-03;3.23E+00;7.69E-01;2.25E-03;2.68E-05
1.99E+00;2.66E+00;1.63E+08;5.00E+03;7.07E+02;0.00000E+00;1.00000E-04;1.36E+10;1.88E+00;8.00155E-08;7.92693E-08;9.41372E-03;7.53E-03;7.07E-01;8.09E-01;7.84E-03;9.04E-05
2.31E+00;2.66E+00;1.31E+05;7.00E+02;1.41E+03;0.00000E+00;1.00000E-04;1.00E+09;1.10E+01;2.44573E-08;2.43927E-08;2.65017E-03;1.98E-03;4.14E+00;7.88E-01;2.21E-03;2.59E-07
1.41E+00;2.66E+00;7.68E+07;6.00E+02;2.24E+03;0.00000E+00;1.00000E-04;7.80E+08;1.12E+01;5.31063E-09;5.30416E-09;1.21915E-03;1.14E-03;4.20E+00;8.61E-01;1.01E-03;1.12E-04
1.41E+00;2.66E+00;7.68E+07;6.00E+02;2.45E+03;0.00000E+00;1.00000E-04;7.80E+08;1.24E+01;4.42505E-09;4.42014E-09;1.11009E-03;1.04E-03;4.66E+00;8.61E-01;9.25E-04;1.02E-04
1.78E+00;1.11E+00;3.41E+05;8.00E+01;2.65E+02;0.00000E+00;1.00000E-04;2.67E+07;2.49E+00;2.05345E-07;2.04890E-07;2.21901E-03;2.47E-03;2.24E+00;8.25E-01;2.78E-03;3.16E-05
1.78E+00;1.11E+00;3.41E+04;8.00E+01;1.73E+02;0.00000E+00;1.00000E-04;2.38E+07;2.21E+00;4.79699E-07;4.78077E-07;3.39182E-03;3.36E-03;1.99E+00;8.25E-01;4.24E-03;4.82E-06
3.66E+00;1.11E+00;6.35E+06;5.00E+02;2.00E+03;0.00000E+00;1.00000E-04;4.96E+08;5.95E+00;1.06937E-08;1.06807E-08;1.21738E-03;9.71E-04;5.36E+00;7.41E-01;1.02E-03;1.24E-05
3.66E+00;1.11E+00;6.35E+04;5.00E+02;3.16E+02;0.00000E+00;1.00000E-04;5.20E+08;1.70E+00;4.30528E-07;4.27227E-07;7.72594E-03;6.44E-03;1.53E+00;7.41E-01;6.44E-03;7.86E-07
1.63E+00;1.11E+00;2.69E+04;7.00E+01;2.24E+02;0.00000E+00;1.00000E-04;1.97E+07;3.00E+00;2.59077E-07;2.58457E-07;2.39698E-03;2.46E-03;2.70E+00;8.39E-01;2.99E-03;3.37E-06
3.95E+00;1.11E+00;2.69E+08;8.00E+03;1.00E+03;0.00000E+00;1.00000E-04;2.10E+10;1.12E+00;4.91617E-08;4.88469E-08;6.44385E-03;5.14E-03;1.01E+00;7.35E-01;5.37E-03;6.59E-05
3.95E+00;1.11E+00;2.69E+07;8.00E+03;2.00E+03;0.00000E+00;1.00000E-04;1.92E+10;2.81E+00;1.22511E-08;1.22117E-08;3.22359E-03;2.35E-03;2.53E+00;7.35E-01;2.69E-03;3.30E-06
3.28E+00;1.17E+00;6.12E+06;5.00E+02;1.00E+03;0.00000E+00;1.00000E-04;4.87E+08;3.29E+00;3.74068E-08;3.73183E-08;2.37095E-03;1.91E-03;2.81E+00;7.50E-01;1.98E-03;2.39E-05
3.28E+00;1.17E+00;6.12E+06;5.00E+02;5.48E+02;0.00000E+00;1.00000E-04;5.10E+08;1.88E+00;1.24933E-07;1.24394E-07;4.33140E-03;3.64E-03;1.61E+00;7.50E-01;3.61E-03;4.37E-05
2.07E+00;1.17E+00;3.91E+04;8.00E+01;7.75E+02;0.00000E+00;1.00000E-04;2.70E+07;8.17E+00;3.06650E-08;3.06389E-08;8.53121E-04;8.53E-04;6.98E+00;8.03E-01;1.07E-03;1.23E-06
3.24E+00;1.17E+00;5.27E+03;8.00E+01;5.48E+02;0.00000E+00;1.00000E-04;4.40E+07;5.90E+00;1.22041E-07;1.21851E-07;1.55597E-03;1.97E-03;5.04E+00;7.51E-01;1.94E-03;2.35E-07
1.55E+00;1.17E+00;4.73E+05;6.00E+02;6.32E+02;0.00000E+00;1.00000E-04;3.20E+08;3.72E+00;3.22776E-08;3.21932E-08;2.62062E-03;1.65E-03;3.18E+00;8.46E-01;2.18E-03;2.44E-06
1.55E+00;1.17E+00;4.73E+06;6.00E+02;1.00E+03;0.00000E+00;1.00000E-04;4.80E+08;4.59E+00;1.28915E-08;1.28773E-08;1.10174E-03;1.57E-03;3.92E+00;8.46E-01;1.38E-03;1.54E-05
1.55E+00;1.17E+00;4.73E+05;6.00E+02;5.48E+02;0.00000E+00;1.00000E-04;3.35E+08;3.26E+00;4.30542E-08;4.29243E-08;3.02613E-03;1.99E-03;2.79E+00;8.46E-01;2.52E-03;2.82E-06
3.49E+00;3.99E+00;3.11E+08;5.00E+03;1.00E+04;0.00000E+00;1.00000E-04;2.58E+10;2.18E+01;1.41560E-09;1.41446E-09;8.02441E-04;1.01E-03;5.46E+00;7.45E-01;1.00E-03;1.22E-05
3.93E+00;3.99E+00;1.99E+05;6.00E+02;5.48E+03;0.00000E+00;1.00000E-04;1.17E+09;3.60E+01;5.80492E-09;5.80042E-09;7.75827E-04;6.97E-04;9.02E+00;7.36E-01;9.67E-04;1.19E-07
1.74E+00;3.30E+00;8.00E+06;5.00E+02;2.83E+03;0.00000E+00;1.00000E-04;6.40E+08;1.89E+01;5.18876E-09;5.18470E-09;7.82695E-04;8.86E-04;5.72E+00;8.29E-01;9.77E-04;1.11E-05
3.80E+00;3.30E+00;1.17E+05;8.00E+01;1.00E+03;0.00000E+00;1.00000E-04;9.00E+07;1.30E+01;1.36010E-07;1.35630E-07;2.80174E-03;2.20E-03;3.94E+00;7.38E-01;2.34E-03;2.86E-06
3.80E+00;3.30E+00;1.17E+07;8.00E+01;8.37E+02;0.00000E+00;1.00000E-04;9.50E+07;6.98E+00;1.94407E-07;1.93757E-07;3.35391E-03;2.78E-03;2.12E+00;7.38E-01;2.79E-03;3.42E-04
3.80E+00;3.30E+00;1.17E+05;8.00E+01;9.49E+02;0.00000E+00;1.00000E-04;9.00E+07;1.24E+01;1.51145E-07;1.50700E-07;2.95226E-03;2.32E-03;3.76E+00;7.38E-01;2.46E-03;3.02E-06
2.28E+00;3.30E+00;8.32E+06;8.00E+01;7.07E+02;0.00000E+00;1.00000E-04;7.35E+07;7.68E+00;1.19124E-07;1.18774E-07;2.95077E-03;2.54E-03;2.33E+00;7.90E-01;2.46E-03;2.88E-04
2.53E+00;3.30E+00;8.92E+06;8.00E+01;8.94E+02;0.00000E+00;1.00000E-04;8.30E+07;8.70E+00;8.68486E-08;8.66343E-08;2.47340E-03;2.27E-03;2.64E+00;7.77E-01;2.06E-03;2.44E-04
2.53E+00;3.30E+00;8.92E+06;8.00E+01;8.37E+02;0.00000E+00;1.00000E-04;8.00E+07;7.90E+00;9.92725E-08;9.90106E-08;2.64504E-03;2.34E-03;2.39E+00;7.77E-01;2.20E-03;2.61E-04
3.21E+00;3.52E+00;1.60E+06;6.00E+02;8.37E+02;0.00000E+00;1.00000E-04;1.27E+09;5.85E+00;1.55639E-07;1.54680E-07;6.19909E-03;4.95E-03;1.66E+00;7.52E-01;5.16E-03;6.25E-06
3.57E+00;3.52E+00;1.72E+05;6.00E+02;8.37E+02;0.00000E+00;1.00000E-04;1.39E+09;6.70E+00;1.86588E-07;1.85364E-07;6.60068E-03;5.42E-03;1.90E+00;7.43E-01;5.50E-03;6.70E-07
2.31E+00;3.95E+00;9.19E+04;7.00E+01;8.94E+02;0.00000E+00;8.00000E-05;7.20E+07;1.59E+01;9.08214E-08;9.05550E-08;2.94160E-03;2.25E-03;4.03E+00;7.88E-01;2.45E-03;2.87E-06
3.24E+00;3.95E+00;4.35E+09;6.00E+03;3.16E+03;0.00000E+00;8.00000E-05;4.28E+10;4.40E+00;1.23963E-08;1.23414E-08;4.45156E-03;4.41E-03;1.11E+00;7.51E-01;3.71E-03;4.49E-04
3.24E+00;3.95E+00;4.35E+07;6.00E+03;8.94E+03;0.00000E+00;8.00000E-05;2.82E+10;2.03E+01;1.54429E-09;1.54267E-09;1.04808E-03;1.03E-03;5.13E+00;7.51E-01;1.31E-03;1.59E-06
3.24E+00;3.95E+00;6.39E+06;8.00E+03;2.00E+03;0.00000E+00;8.00000E-05;4.68E+10;5.60E+00;3.10924E-08;3.08535E-08;7.74468E-03;5.72E-03;1.42E+00;7.51E-01;6.45E-03;7.81E-07
3.24E+00;3.95E+00;6.39E+08;8.00E+03;4.47E+03;0.00000E+00;8.00000E-05;4.90E+10;7.57E+00;6.19206E-09;6.17068E-09;3.46496E-03;2.68E-03;1.92E+00;7.51E-01;2.89E-03;3.49E-05
3.07E+00;3.95E+00;1.33E+07;8.00E+01;2.00E+03;0.00000E+00;8.00000E-05;1.48E+08;1.58E+01;2.82660E-08;2.82052E-08;2.15485E-03;1.81E-03;4.01E+00;7.56E-01;1.35E-03;1.62E-04
3.07E+00;3.95E+00;1.33E+06;8.00E+01;8.94E+02;0.00000E+00;8.00000E-05;1.02E+08;1.07E+01;1.41536E-07;1.41026E-07;3.61515E-03;2.79E-03;2.71E+00;7.56E-01;3.01E-03;3.63E-05
2.41E+00;3.98E+00;6.07E+06;5.00E+01;1.73E+03;0.00000E+00;8.00000E-05;6.90E+07;1.82E+01;2.59451E-08;2.58969E-08;1.86165E-03;1.56E-03;4.58E+00;7.83E-01;1.16E-03;1.37E-04
2.41E+00;3.98E+00;6.07E+03;5.00E+01;9.49E+02;0.00000E+00;8.00000E-05;4.68E+07;2.25E+01;8.65431E-08;8.63229E-08;2.55045E-03;1.93E-03;5.65E+00;7.83E-01;2.13E-03;2.50E-07
1.60E+00;3.98E+00;9.95E+06;5.00E+02;9.49E+02;0.00000E+00;8.00000E-05;1.04E+09;7.14E+00;5.07084E-08;5.04134E-08;5.85232E-03;4.29E-03;1.79E+00;8.41E-01;3.66E-03;4.10E-05
1.79E+00;3.98E+00;1.07E+08;5.00E+02;1.00E+03;0.00000E+00;8.00000E-05;1.31E+09;5.41E+00;5.20864E-08;5.17808E-08;5.90190E-03;5.13E-03;1.36E+00;8.24E-01;3.69E-03;4.20E-04
1.79E+00;3.98E+00;1.07E+07;5.00E+02;2.00E+03;0.00000E+00;8.00000E-05;1.07E+09;1.30E+01;1.29834E-08;1.29452E-08;2.95100E-03;2.09E-03;3.27E+00;8.24E-01;1.84E-03;2.10E-05
1.71E+00;3.98E+00;1.63E+06;7.00E+02;7.75E+02;0.00000E+00;8.00000E-05;1.34E+09;6.45E+00;8.21671E-08;8.16579E-08;6.23550E-03;4.84E-03;1.62E+00;8.31E-01;5.20E-03;5.88E-06
1.42E+00;1.15E+00;2.38E+03;6.00E+01;3.00E+02;0.00000E+00;8.00000E-05;2.10E+07;5.00E+00;1.28661E-07;1.28302E-07;2.80069E-03;2.28E-03;4.35E+00;8.60E-01;2.34E-03;2.58E-07
3.38E+00;1.15E+00;2.89E+09;8.00E+03;1.00E+03;0.00000E+00;8.00000E-05;3.55E+10;8.20E-01;3.89541E-08;3.85952E-08;9.30039E-03;8.68E-03;7.13E-01;7.47E-01;5.81E-03;7.06E-04
2.87E+00;1.15E+00;5.57E+04;8.00E+01;6.32E+02;0.00000E+00;8.00000E-05;4.68E+07;5.08E+00;7.37367E-08;7.35776E-08;2.16221E-03;1.81E-03;4.42E+00;7.63E-01;1.80E-03;2.16E-06
2.87E+00;1.15E+00;5.57E+04;8.00E+01;1.00E+03;0.00000E+00;8.00000E-05;4.37E+07;7.79E+00;2.94713E-08;2.94311E-08;1.36633E-03;1.07E-03;6.77E+00;7.63E-01;1.14E-03;1.36E-06
3.67E+00;3.16E+00;1.48E+05;5.00E+02;2.83E+03;0.00000E+00;8.00000E-05;1.17E+09;1.76E+01;1.53063E-08;1.52755E-08;2.01580E-03;1.62E-03;5.57E+00;7.41E-01;1.68E-03;2.05E-07
3.88E+00;3.16E+00;1.34E+07;8.00E+01;3.16E+03;0.00000E+00;8.00000E-05;1.55E+08;1.87E+01;1.34912E-08;1.34730E-08;1.35412E-03;1.20E-03;5.92E+00;7.37E-01;8.44E-04;1.03E-04
3.44E+00;3.16E+00;2.23E+06;7.00E+02;3.16E+03;0.00000E+00;8.00000E-05;1.38E+09;1.44E+01;1.09427E-08;1.09285E-08;1.29681E-03;1.22E-03;4.57E+00;7.46E-01;1.62E-03;1.97E-06
3.44E+00;3.16E+00;2.23E+07;7.00E+02;3.00E+03;0.00000E+00;8.00000E-05;1.90E+09;1.06E+01;1.21760E-08;1.21428E-08;2.73193E-03;1.77E-03;3.37E+00;7.46E-01;1.71E-03;2.07E-05
3.51E+00;3.16E+00;1.44E+07;5.00E+02;8.37E+02;0.00000E+00;8.00000E-05;1.41E+09;3.96E+00;1.63043E-07;1.61613E-07;8.85100E-03;6.60E-03;1.25E+00;7.44E-01;5.53E-03;6.74E-05
3.51E+00;3.16E+00;1.44E+06;5.00E+02;2.00E+03;0.00000E+00;8.00000E-05;1.17E+09;1.07E+01;2.83607E-08;2.82822E-08;2.77569E-03;2.29E-03;3.38E+00;7.44E-01;2.31E-03;2.82E-06
3.37E+00;3.55E+00;4.16E+09;6.00E+03;1.41E+03;0.00000E+00;8.00000E-05;4.48E+10;2.04E+00;6.00208E-08;5.92715E-08;1.26411E-02;1.03E-02;5.75E-01;7.48E-01;7.90E-03;9.60E-04
3.37E+00;3.55E+00;4.16E+08;6.00E+03;3.16E+03;0.00000E+00;8.00000E-05;3.17E+10;5.56E+00;1.18878E-08;1.18542E-08;2.83180E-03;3.27E-03;1.57E+00;7.48E-01;3.53E-03;4.29E-05
3.37E+00;3.55E+00;4.16E+08;6.00E+03;1.00E+04;0.00000E+00;8.00000E-05;3.48E+10;1.72E+01;1.18648E-09;1.18542E-09;8.90082E-04;1.14E-03;4.85E+00;7.48E-01;1.12E-03;1.36E-05
3.37E+00;3.55E+00;4.16E+09;6.00E+03;1.41E+03;0.00000E+00;8.00000E-05;4.36E+10;2.04E+00;6.00208E-08;5.92715E-08;1.26411E-02;1.01E-02;5.75E-01;7.48E-01;7.90E-03;9.60E-04
3.43E+00;3.55E+00;6.18E+08;8.00E+03;3.00E+03;0.00000E+00;8.00000E-05;4.69E+10;4.76E+00;1.36412E-08;1.35737E-08;4.97131E-03;3.82E-03;1.34E+00;7.46E-01;4.14E-03;5.04E-05
3.43E+00;3.55E+00;6.18E+06;8.00E+03;3.00E+03;0.00000E+00;8.00000E-05;3.89E+10;7.33E+00;1.36412E-08;1.35737E-08;4.97131E-03;3.17E-03;2.06E+00;7.46E-01;4.14E-03;5.04E-07
2.89E+00;3.55E+00;1.37E+05;5.00E+02;4.47E+03;0.00000E+00;8.00000E-05;8.30E+08;3.12E+01;4.59741E-09;4.59374E-09;7.99771E-04;7.26E-04;8.80E+00;7.62E-01;9.98E-04;1.20E-07
3.92E+00;3.55E+00;3.61E+07;5.00E+03;2.00E+03;0.00000E+00;8.00000E-05;2.69E+10;4.62E+00;3.87979E-08;3.85317E-08;6.90860E-03;5.26E-03;1.30E+00;7.36E-01;5.76E-03;7.06E-06
3.92E+00;3.55E+00;3.61E+09;5.00E+03;3.16E+03;0.00000E+00;8.00000E-05;4.27E+10;4.31E+00;1.55025E-08;1.54127E-08;5.82916E-03;5.28E-03;1.21E+00;7.36E-01;3.64E-03;4.47E-04
2.46E+00;2.48E+00;1.51E+05;7.00E+02;3.16E+03;0.00000E+00;8.00000E-05;8.90E+08;1.84E+01;4.99652E-09;4.99198E-09;9.08534E-04;7.87E-04;7.40E+00;7.80E-01;1.13E-03;1.34E-07
2.46E+00;2.48E+00;1.51E+06;7.00E+02;8.37E+02;0.00000E+00;8.00000E-05;1.51E+09;4.74E+00;7.18035E-08;7.13142E-08;6.86153E-03;5.05E-03;1.91E+00;7.80E-01;4.29E-03;5.06E-06
1.54E+00;2.48E+00;1.94E+08;6.00E+03;6.32E+03;0.00000E+00;8.00000E-05;2.00E+10;1.55E+01;6.78085E-10;6.77597E-10;7.20196E-04;1.03E-03;6.26E+00;8.47E-01;8.97E-04;1.00E-05
3.59E+00;2.48E+00;2.68E+08;5.00E+03;9.49E+03;0.00000E+00;8.00000E-05;2.51E+10;1.52E+01;1.02711E-09;1.02563E-09;1.44759E-03;1.04E-03;6.14E+00;7.42E-01;9.06E-04;1.11E-05
3.59E+00;2.48E+00;2.68E+09;5.00E+03;2.45E+03;0.00000E+00;8.00000E-05;3.17E+10;3.00E+00;1.54708E-08;1.53844E-08;5.61825E-03;5.07E-03;1.21E+00;7.42E-01;3.51E-03;4.28E-04
1.32E+00;2.48E+00;2.15E+06;7.00E+03;1.73E+03;0.00000E+00;8.00000E-05;1.23E+10;6.51E+00;7.75391E-09;7.73430E-09;2.53539E-03;1.99E-03;2.63E+00;8.71E-01;3.17E-03;3.48E-07
1.32E+00;2.48E+00;2.15E+07;7.00E+03;2.45E+03;0.00000E+00;8.00000E-05;1.55E+10;7.60E+00;3.87408E-09;3.86715E-09;1.79309E-03;1.77E-03;3.06E+00;8.71E-01;2.24E-03;2.46E-06
1.32E+00;2.48E+00;2.15E+09;7.00E+03;1.41E+03;0.00000E+00;8.00000E-05;2.95E+10;2.70E+00;1.16735E-08;1.16015E-08;6.20623E-03;5.83E-03;1.09E+00;8.71E-01;3.88E-03;4.26E-04
2.05E+00;1.17E+00;3.07E+03;6.00E+01;6.32E+02;0.00000E+00;8.00000E-05;2.22E+07;8.05E+00;4.54055E-08;4.53557E-08;1.09768E-03;1.14E-03;6.88E+00;8.05E-01;1.37E-03;1.58E-07
3.08E+00;1.17E+00;2.30E+08;7.00E+03;1.00E+03;0.00000E+00;8.00000E-05;2.00E+10;1.20E+00;3.38840E-08;3.35977E-08;8.52082E-03;5.59E-03;1.03E+00;7.56E-01;5.33E-03;6.42E-05
3.08E+00;1.17E+00;2.30E+07;7.00E+03;1.73E+03;0.00000E+00;8.00000E-05;1.59E+10;2.58E+00;1.12268E-08;1.11993E-08;2.45995E-03;2.57E-03;2.21E+00;7.56E-01;3.08E-03;3.71E-06
2.37E+00;1.17E+00;2.65E+05;5.00E+01;6.32E+02;0.00000E+00;8.00000E-05;2.68E+07;5.43E+00;5.58231E-08;5.56985E-08;2.23707E-03;1.66E-03;4.64E+00;7.85E-01;1.40E-03;1.64E-05
1.25E+00;1.17E+00;3.73E+04;5.00E+02;8.37E+02;0.00000E+00;8.00000E-05;2.20E+08;6.18E+00;1.49052E-08;1.48862E-08;1.27893E-03;1.03E-03;5.28E+00;8.79E-01;1.60E-03;1.75E-07
1.25E+00;1.17E+00;3.73E+06;5.00E+02;2.83E+02;0.00000E+00;8.00000E-05;3.70E+08;1.51E+00;1.31241E-07;1.30254E-07;7.58028E-03;5.12E-03;1.29E+00;8.79E-01;4.74E-03;5.16E-05
2.23E+00;1.43E+00;2.12E+09;7.00E+03;3.16E+03;0.00000E+00;8.00000E-05;2.89E+10;3.78E+00;2.49921E-09;2.49281E-09;2.56816E-03;2.55E-03;2.64E+00;7.93E-01;1.60E-03;1.87E-04
2.23E+00;1.43E+00;2.12E+08;7.00E+03;1.00E+03;0.00000E+00;8.00000E-05;1.90E+10;1.53E+00;2.51303E-08;2.49281E-08;8.11062E-03;5.31E-03;1.07E+00;7.93E-01;5.07E-03;5.92E-05
1.32E+00;1.43E+00;6.93E+07;7.00E+02;1.73E+03;0.00000E+00;8.00000E-05;9.54E+08;6.03E+00;4.46697E-09;4.45970E-09;1.63072E-03;1.54E-03;4.22E+00;8.71E-01;1.02E-03;1.12E-04
2.67E+00;1.43E+00;1.11E+06;7.00E+02;7.75E+02;0.00000E+00;8.00000E-05;7.00E+08;3.16E+00;5.45393E-08;5.43930E-08;2.69000E-03;2.53E-03;2.21E+00;7.71E-01;3.36E-03;4.00E-06
2.55E+00;1.32E+00;2.62E+07;8.00E+03;1.73E+03;0.00000E+00;8.00000E-05;1.82E+10;2.83E+00;9.38785E-09;9.35276E-09;3.75197E-03;2.57E-03;2.14E+00;7.76E-01;3.13E-03;3.70E-06
3.18E+00;1.32E+00;3.50E+05;5.00E+01;8.94E+02;0.00000E+00;8.00000E-05;3.40E+07;6.80E+00;5.00649E-08;4.99637E-08;2.02605E-03;1.49E-03;5.15E+00;7.53E-01;1.27E-03;1.53E-05
2.05E+00;1.32E+00;2.27E+06;8.00E+03;3.16E+03;0.00000E+00;8.00000E-05;1.48E+10;7.08E+00;2.05055E-09;2.04682E-09;1.82137E-03;1.14E-03;5.36E+00;8.05E-01;1.52E-03;1.75E-07
2.05E+00;1.32E+00;2.27E+07;8.00E+03;2.24E+03;0.00000E+00;8.00000E-05;1.66E+10;4.24E+00;4.10068E-09;4.09364E-09;1.71911E-03;1.82E-03;3.21E+00;8.05E-01;2.15E-03;2.48E-06
1.83E+00;3.73E+00;6.17E+03;6.00E+01;1.41E+03;0.00000E+00;8.00000E-05;5.24E+07;3.12E+01;2.49766E-08;2.49394E-08;1.49274E-03;1.21E-03;8.35E+00;8.21E-01;1.25E-03;1.42E-07
2.47E+00;3.73E+00;3.50E+09;6.00E+03;2.00E+03;0.00000E+00;8.00000E-05;4.08E+10;3.35E+00;1.90312E-08;1.88852E-08;7.72969E-03;6.65E-03;8.98E-01;7.80E-01;4.83E-03;5.70E-04
2.40E+00;1.34E+00;7.64E+06;5.00E+02;4.47E+02;0.00000E+00;6.00000E-05;8.10E+08;1.50E+00;1.31162E-07;1.29980E-07;9.09553E-03;7.09E-03;1.12E+00;7.83E-01;5.68E-03;6.69E-05
2.40E+00;1.34E+00;7.64E+05;5.00E+02;1.00E+03;0.00000E+00;6.00000E-05;6.00E+08;4.01E+00;2.60753E-08;2.59960E-08;3.05047E-03;2.35E-03;2.99E+00;7.83E-01;2.54E-03;2.99E-06
2.86E+00;1.34E+00;6.24E+03;7.00E+01;6.32E+02;0.00000E+00;6.00000E-05;4.88E+07;6.17E+00;8.54900E-08;8.52540E-08;2.76792E-03;2.16E-03;4.60E+00;7.63E-01;2.31E-03;2.76E-07
2.97E+00;2.40E+00;1.30E+05;5.00E+02;8.94E+02;0.00000E+00;6.00000E-05;1.09E+09;5.23E+00;8.16175E-08;8.11568E-08;5.67686E-03;4.77E-03;2.18E+00;7.59E-01;4.73E-03;5.68E-07
2.97E+00;2.40E+00;1.30E+08;5.00E+02;2.24E+03;0.00000E+00;6.00000E-05;1.45E+09;5.84E+00;1.30244E-08;1.29851E-08;3.02991E-03;2.54E-03;2.43E+00;7.59E-01;1.89E-03;2.27E-04
3.78E+00;2.40E+00;2.39E+08;7.00E+02;3.16E+03;0.00000E+00;6.00000E-05;2.57E+09;6.29E+00;9.80002E-09;9.77303E-09;2.76214E-03;2.27E-03;2.62E+00;7.38E-01;1.73E-03;2.11E-04
1.26E+00;2.40E+00;5.33E+06;7.00E+01;1.00E+03;0.00000E+00;6.00000E-05;6.60E+07;9.11E+00;2.15727E-08;2.15256E-08;2.18809E-03;1.85E-03;3.80E+00;8.78E-01;1.37E-03;1.49E-04
1.26E+00;2.40E+00;5.33E+06;7.00E+01;9.49E+02;0.00000E+00;6.00000E-05;6.90E+07;8.86E+00;2.39725E-08;2.39173E-08;2.30593E-03;2.03E-03;3.69E+00;8.78E-01;1.44E-03;1.57E-04
3.53E+00;2.40E+00;5.88E+09;8.00E+03;1.73E+03;0.00000E+00;6.00000E-05;6.40E+10;1.45E+00;2.92371E-08;2.89218E-08;1.09009E-02;9.04E-03;6.04E-01;7.44E-01;6.81E-03;8.30E-04
3.53E+00;2.40E+00;5.88E+09;8.00E+03;2.65E+03;0.00000E+00;6.00000E-05;6.50E+10;2.25E+00;1.24835E-08;1.23951E-08;7.13433E-03;6.01E-03;9.38E-01;7.44E-01;4.46E-03;5.43E-04
3.27E+00;3.69E+00;7.44E+07;8.00E+03;3.00E+03;0.00000E+00;6.00000E-05;4.77E+10;5.24E+00;1.30623E-08;1.30102E-08;4.00281E-03;3.89E-03;1.42E+00;7.50E-01;5.01E-03;6.07E-06
1.25E+00;3.69E+00;7.06E+04;7.00E+01;1.00E+03;0.00000E+00;6.00000E-05;5.90E+07;1.92E+01;3.29355E-08;3.28641E-08;2.17373E-03;1.65E-03;5.19E+00;8.79E-01;1.81E-03;1.98E-06
2.98E+00;3.69E+00;5.85E+07;7.00E+03;3.16E+03;0.00000E+00;6.00000E-05;3.79E+10;5.97E+00;1.00717E-08;1.00372E-08;3.44180E-03;3.35E-03;1.62E+00;7.59E-01;4.30E-03;5.17E-06
2.98E+00;3.69E+00;5.85E+07;7.00E+03;2.45E+03;0.00000E+00;6.00000E-05;3.79E+10;4.78E+00;1.68402E-08;1.67286E-08;6.67052E-03;4.33E-03;1.30E+00;7.59E-01;5.56E-03;6.68E-06
3.76E+00;2.44E+00;1.12E+07;7.00E+01;2.00E+03;0.00000E+00;6.00000E-05;1.25E+08;1.02E+01;2.46601E-08;2.46098E-08;2.04227E-03;1.75E-03;4.18E+00;7.39E-01;1.28E-03;1.56E-04
1.22E+00;2.44E+00;9.26E+04;6.00E+02;2.65E+03;0.00000E+00;6.00000E-05;5.80E+08;1.99E+01;3.04244E-09;3.03989E-09;8.37384E-04;7.15E-04;8.14E+00;8.83E-01;1.05E-03;1.14E-07
1.22E+00;2.44E+00;9.26E+07;6.00E+02;1.41E+03;0.00000E+00;6.00000E-05;1.17E+09;5.60E+00;1.06731E-08;1.06397E-08;3.14168E-03;2.70E-03;2.30E+00;8.83E-01;1.96E-03;2.13E-04
3.72E+00;1.15E+00;6.72E+04;7.00E+01;1.00E+03;0.00000E+00;6.00000E-05;5.50E+07;6.20E+00;4.56193E-08;4.55354E-08;1.84252E-03;1.54E-03;5.39E+00;7.40E-01;1.54E-03;1.88E-06
3.80E+00;1.15E+00;5.55E+04;6.00E+01;6.32E+02;0.00000E+00;6.00000E-05;5.16E+07;4.57E+00;1.18604E-07;1.18162E-07;3.73787E-03;2.66E-03;3.97E+00;7.38E-01;2.34E-03;2.86E-06
1.89E+00;1.15E+00;2.37E+08;8.00E+03;2.24E+03;0.00000E+00;6.00000E-05;2.26E+10;2.84E+00;3.21267E-09;3.20395E-09;2.72111E-03;2.47E-03;2.47E+00;8.16E-01;2.27E-03;2.60E-05
3.28E+00;3.93E+00;1.93E+07;5.00E+02;8.94E+02;0.00000E+00;6.00000E-05;1.81E+09;1.82E+00;1.58435E-07;1.56689E-07;1.11420E-02;7.92E-03;4.63E-01;7.50E-01;6.96E-03;8.44E-05
3.28E+00;3.93E+00;1.93E+05;5.00E+02;5.48E+03;0.00000E+00;6.00000E-05;1.22E+09;3.16E+01;4.18218E-09;4.17837E-09;9.12019E-04;8.72E-04;8.04E+00;7.50E-01;1.14E-03;1.38E-07
3.76E+00;3.93E+00;2.69E+05;6.00E+02;2.83E+03;0.00000E+00;6.00000E-05;2.15E+09;1.52E+01;1.98794E-08;1.98189E-08;3.05013E-03;2.48E-03;3.88E+00;7.39E-01;2.54E-03;3.11E-07
3.76E+00;3.93E+00;2.69E+05;6.00E+02;7.07E+03;0.00000E+00;6.00000E-05;2.00E+09;3.61E+01;3.17490E-09;3.17104E-09;1.21839E-03;9.23E-04;9.20E+00;7.39E-01;1.02E-03;1.24E-07
2.32E+00;2.35E+00;5.04E+07;5.00E+03;6.32E+02;0.00000E+00;6.00000E-04;5.40E+09;4.98E+00;1.08891E-07;1.08429E-07;4.26234E-03;3.34E-03;2.12E+00;7.88E-01;2.66E-03;3.12E-05
